Filenames,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25
60324.jpg,0,0,0,0,0,0,0,0
60325.jpg,0,0,0,0,0,0,0,0
60326.jpg,0,0,0,0,0,0,0,0
60327.jpg,0,0,0,0,0,0,0,0
60328.jpg,0,0,0,0,0,0,0,0
60329.jpg,0,0,0,0,0,0,0,0
60330.jpg,0,0,0,0,0,0,0,0
60331.jpg,0,0,0,0,0,0,0,0
60332.jpg,0,0,0,0,0,0,0,0
60333.jpg,0,0,0,0,0,0,0,0
60334.jpg,0,0,0,0,0,0,0,0
60335.jpg,0,0,0,0,0,0,0,0
60336.jpg,0,0,0,0,0,0,0,0
60337.jpg,0,0,0,0,0,0,0,0
60338.jpg,0,0,0,0,0,0,0,0
60339.jpg,0,0,0,0,0,0,0,0
60340.jpg,0,0,0,0,0,0,0,0
60341.jpg,0,0,0,0,0,0,0,0
60342.jpg,0,0,0,0,0,0,0,0
60343.jpg,0,0,0,0,0,0,0,0
60344.jpg,0,0,0,0,0,0,0,0
60345.jpg,0,0,0,0,0,0,0,0
60346.jpg,0,0,0,0,0,0,0,0
60347.jpg,0,0,0,0,0,0,0,0
60348.jpg,0,0,0,0,0,0,0,0
60349.jpg,0,0,0,0,0,0,0,0
60350.jpg,0,0,0,0,0,0,0,0
60351.jpg,0,0,0,0,0,0,0,0
60352.jpg,0,0,0,0,0,0,0,0
60353.jpg,0,0,0,0,0,0,0,0
60354.jpg,0,0,0,0,0,0,0,0
60355.jpg,0,0,0,0,0,0,0,0
60356.jpg,0,0,0,0,0,0,0,0
60357.jpg,0,0,0,0,0,0,0,0
60358.jpg,0,0,0,0,0,0,0,0
60359.jpg,0,0,0,0,0,0,0,0
60360.jpg,0,0,0,0,0,0,0,0
60361.jpg,0,0,0,0,0,0,0,0
60362.jpg,0,0,0,0,0,0,0,0
60363.jpg,0,0,0,0,0,0,0,0
60364.jpg,0,0,0,0,0,0,0,0
60365.jpg,0,0,0,0,0,0,0,0
60366.jpg,0,0,0,0,0,0,0,0
60367.jpg,0,0,0,0,0,0,0,0
60368.jpg,0,0,0,0,0,0,0,0
60369.jpg,0,0,0,0,0,0,0,0
60370.jpg,0,0,0,0,0,0,0,0
60371.jpg,0,0,0,0,0,0,0,0
60372.jpg,0,0,0,0,0,0,0,0
60373.jpg,0,0,0,0,0,0,0,0
60374.jpg,0,0,0,0,0,0,0,0
60375.jpg,0,0,0,0,0,0,0,0
60376.jpg,0,0,0,0,0,0,0,0
60377.jpg,0,0,0,0,0,0,0,0
60378.jpg,0,0,1,0,0,0,0,0
60379.jpg,0,0,0,0,0,0,0,0
60380.jpg,0,0,0,0,0,0,0,0
60381.jpg,0,0,0,0,0,0,0,0
60382.jpg,0,0,0,0,0,0,0,0
60383.jpg,0,0,1,0,0,0,0,0
60384.jpg,0,0,1,0,0,0,0,0
60385.jpg,0,0,0,0,0,0,0,0
60386.jpg,0,0,0,0,0,0,0,0
60387.jpg,0,0,0,0,0,0,0,0
60388.jpg,0,0,0,0,0,0,0,0
60389.jpg,0,0,1,0,0,0,0,0
60390.jpg,0,0,0,0,0,0,0,0
60391.jpg,0,0,0,0,0,0,0,0
60392.jpg,0,0,0,0,0,0,0,0
60393.jpg,0,0,0,0,0,0,0,0
60394.jpg,0,0,0,0,0,0,0,0
60395.jpg,0,0,0,0,0,0,0,0
60396.jpg,0,0,0,0,0,0,0,0
60397.jpg,0,0,1,0,0,0,0,0
60398.jpg,0,0,0,0,0,0,0,0
60399.jpg,0,0,1,0,0,0,0,0
60400.jpg,0,0,0,0,0,0,0,0
60401.jpg,0,0,0,0,0,0,0,0
60402.jpg,1,0,0,0,0,0,0,0
60403.jpg,1,0,0,0,0,0,0,0
60404.jpg,1,0,0,0,0,0,0,0
60405.jpg,1,0,0,0,0,0,0,0
60406.jpg,1,0,0,0,0,0,0,0
60407.jpg,1,0,0,0,0,0,0,0
60408.jpg,1,0,0,0,0,0,0,0
60409.jpg,1,0,0,0,0,0,0,0
60410.jpg,1,0,0,0,0,0,0,0
60411.jpg,1,0,0,0,0,0,0,0
60412.jpg,1,0,0,0,0,0,0,0
60413.jpg,1,0,0,0,0,0,0,0
60414.jpg,1,0,0,0,0,0,0,0
60415.jpg,1,0,0,0,0,0,0,0
60416.jpg,1,0,0,0,0,0,0,0
60417.jpg,1,0,0,0,0,0,0,0
60418.jpg,0,0,0,0,0,0,0,0
60419.jpg,0,0,0,0,0,0,0,0
60420.jpg,1,0,0,0,0,0,0,0
60421.jpg,1,0,0,0,0,0,0,0
60422.jpg,1,0,0,0,0,0,0,0
60423.jpg,1,0,0,0,0,0,0,0
60424.jpg,1,0,0,0,0,0,0,0
60425.jpg,1,0,0,0,0,0,0,0
60426.jpg,1,0,0,0,0,0,0,0
60427.jpg,1,0,0,0,0,0,0,0
60428.jpg,0,0,0,0,0,0,0,0
60429.jpg,1,0,0,0,0,0,0,0
60430.jpg,0,0,0,0,0,0,0,0
60431.jpg,0,0,0,0,0,0,0,0
60432.jpg,0,0,0,0,0,0,0,0
60433.jpg,0,0,0,0,0,0,0,0
60434.jpg,0,0,0,0,0,0,0,0
60435.jpg,0,0,0,0,0,0,0,0
60436.jpg,1,0,0,0,0,0,0,0
60437.jpg,1,0,0,0,0,0,0,0
60438.jpg,0,0,0,0,0,0,0,0
60439.jpg,1,0,0,0,0,0,0,0
60440.jpg,0,0,0,0,0,0,0,0
60441.jpg,0,0,0,0,0,0,0,0
60442.jpg,0,0,0,0,0,0,0,0
60443.jpg,0,0,0,0,0,0,0,0
60444.jpg,1,0,0,0,0,0,0,0
60445.jpg,0,0,0,0,0,0,0,0
60446.jpg,0,0,0,0,0,0,0,0
60447.jpg,0,0,0,0,0,0,0,0
60448.jpg,0,0,0,0,0,0,0,0
60449.jpg,0,0,0,0,0,0,0,0
60450.jpg,0,0,0,0,0,0,0,0
60451.jpg,0,0,0,0,0,0,0,0
60452.jpg,0,0,0,0,0,0,0,0
60453.jpg,1,0,0,0,0,0,0,0
60454.jpg,0,0,0,0,0,0,0,0
60455.jpg,0,0,0,0,0,0,0,0
60456.jpg,0,0,0,0,0,0,0,0
60457.jpg,0,0,0,0,0,0,0,0
60458.jpg,0,0,0,0,0,0,0,0
60459.jpg,0,0,0,0,0,0,0,0
60460.jpg,0,0,0,0,0,0,0,0
60461.jpg,0,0,0,0,0,0,0,0
60462.jpg,0,0,0,0,0,0,0,0
60463.jpg,0,0,0,0,0,0,0,0
60464.jpg,0,0,0,0,0,0,0,0
60465.jpg,0,0,0,0,0,0,0,0
60466.jpg,0,0,0,0,0,0,0,0
60467.jpg,0,0,0,0,0,0,0,0
60468.jpg,0,0,0,0,0,0,0,0
60469.jpg,0,0,0,0,0,0,0,0
60470.jpg,0,0,0,0,0,0,0,0
60471.jpg,0,0,0,0,0,0,0,0
60472.jpg,0,0,0,0,0,0,0,0
60473.jpg,0,0,0,0,0,0,0,0
60474.jpg,0,0,0,0,0,0,0,0
60475.jpg,0,0,0,0,0,0,0,0
60476.jpg,0,0,0,0,0,0,0,0
60477.jpg,0,0,0,0,0,0,0,0
60478.jpg,0,0,0,0,0,0,0,0
60479.jpg,0,0,0,0,0,0,0,0
60480.jpg,0,0,0,0,0,0,0,0
60481.jpg,0,0,0,0,0,0,0,0
60482.jpg,0,0,0,0,0,0,0,0
60483.jpg,0,0,0,0,0,0,0,0
60484.jpg,0,0,0,0,0,0,0,0
60485.jpg,0,0,0,0,0,0,0,0
60486.jpg,0,0,0,0,0,0,0,0
60487.jpg,0,0,0,0,0,0,0,0
60488.jpg,0,0,0,0,0,0,0,0
60489.jpg,0,0,0,0,0,0,0,0
60490.jpg,0,0,0,0,0,0,0,0
60491.jpg,0,0,0,0,0,0,0,0
60492.jpg,0,0,0,0,0,0,0,0
60493.jpg,0,0,0,0,0,0,0,0
60494.jpg,0,0,0,0,0,0,0,0
60495.jpg,0,0,0,0,0,0,0,0
60496.jpg,0,0,0,0,0,0,0,0
60497.jpg,0,0,0,0,0,0,0,0
60498.jpg,0,0,0,0,0,0,0,0
60499.jpg,0,0,0,0,0,0,0,0
60500.jpg,1,0,0,0,0,0,0,0
60501.jpg,1,0,0,0,0,0,0,0
60502.jpg,0,0,0,0,0,0,0,0
60503.jpg,1,0,0,0,0,0,0,0
60504.jpg,0,0,0,0,0,0,0,0
60505.jpg,0,0,0,0,0,0,0,0
60506.jpg,0,0,0,0,0,0,0,0
60507.jpg,0,0,0,0,0,0,0,0
60508.jpg,0,0,0,0,0,0,0,0
60509.jpg,0,0,0,0,0,0,0,0
60510.jpg,0,0,0,0,0,0,0,0
60511.jpg,0,0,0,0,0,0,0,0
60512.jpg,0,0,0,0,0,0,0,0
60513.jpg,0,0,0,0,0,0,0,0
60514.jpg,0,0,0,0,0,0,0,0
60515.jpg,0,0,0,0,0,0,0,0
60516.jpg,0,0,0,0,0,0,0,0
60517.jpg,0,0,0,0,0,0,0,0
60518.jpg,0,0,0,0,0,0,0,0
60519.jpg,0,0,0,0,0,0,0,0
60520.jpg,0,0,0,0,0,0,0,0
60521.jpg,0,0,0,0,0,0,0,0
60522.jpg,0,0,0,0,0,0,0,0
60523.jpg,0,0,0,0,0,0,0,0
60524.jpg,0,0,0,0,0,0,0,0
60525.jpg,0,0,0,0,0,0,0,0
60526.jpg,0,0,0,0,0,0,0,0
60527.jpg,0,0,0,0,0,0,0,0
60528.jpg,0,0,0,0,0,0,0,0
60529.jpg,0,0,0,0,0,0,0,0
60530.jpg,0,0,0,0,0,0,0,0
60531.jpg,0,0,0,0,0,0,0,0
60532.jpg,0,0,0,0,0,0,0,0
60533.jpg,0,0,0,0,0,0,0,0
60534.jpg,0,0,0,0,0,0,0,0
60535.jpg,0,0,0,0,0,0,0,0
60536.jpg,0,0,0,0,0,0,0,0
60537.jpg,0,0,0,0,0,0,0,0
60538.jpg,0,0,0,0,0,0,0,0
60539.jpg,0,0,0,0,0,0,0,0
60540.jpg,0,0,0,0,0,0,0,0
60541.jpg,0,0,0,0,0,0,0,0
60542.jpg,0,0,0,0,0,0,0,0
60543.jpg,0,0,0,0,0,0,0,0
60544.jpg,0,0,0,0,0,0,0,0
60545.jpg,0,0,0,0,0,0,0,0
60546.jpg,0,0,0,0,0,0,0,0
60547.jpg,0,0,0,0,0,0,0,0
60548.jpg,0,0,0,0,0,0,0,0
60549.jpg,0,0,0,0,0,0,0,0
60550.jpg,0,0,0,0,0,0,0,0
60551.jpg,0,0,0,0,0,0,0,0
60552.jpg,0,0,0,0,0,0,0,0
60553.jpg,0,0,0,0,0,0,0,0
60554.jpg,0,0,0,0,0,0,0,0
60555.jpg,0,0,0,0,0,0,0,0
60556.jpg,0,0,0,0,0,0,0,0
60557.jpg,0,0,0,0,0,0,0,0
60558.jpg,0,0,0,0,0,0,0,0
60559.jpg,0,0,0,0,0,0,0,0
60560.jpg,0,0,0,0,0,0,0,0
60561.jpg,0,0,0,0,0,0,0,0
60562.jpg,0,0,0,0,0,0,0,0
60563.jpg,0,0,0,0,0,0,0,0
60564.jpg,0,0,0,0,0,0,0,0
60565.jpg,0,0,0,0,0,0,0,0
60566.jpg,0,0,0,0,0,0,0,0
60567.jpg,0,0,0,0,0,0,0,0
60568.jpg,0,0,0,0,0,0,0,0
60569.jpg,0,0,0,0,0,0,0,0
60570.jpg,0,0,0,0,0,0,0,0
60571.jpg,0,0,0,0,0,0,0,0
60572.jpg,0,0,0,0,0,0,0,0
60573.jpg,0,0,0,0,0,0,0,0
60574.jpg,0,0,0,0,0,0,0,0
60575.jpg,0,0,0,0,0,0,0,0
60576.jpg,0,0,0,0,0,0,0,0
60577.jpg,0,0,0,0,0,0,0,0
60578.jpg,0,0,0,0,0,0,0,0
60579.jpg,0,0,0,0,0,0,0,0
60580.jpg,0,0,0,0,0,0,0,0
60581.jpg,0,0,0,0,0,0,0,0
60582.jpg,0,0,0,0,0,0,0,0
60583.jpg,0,0,0,0,0,0,0,0
60584.jpg,0,0,0,0,0,0,0,0
60585.jpg,0,0,0,0,0,0,0,0
60586.jpg,0,0,0,0,0,0,0,0
60587.jpg,0,0,0,0,0,0,0,0
60588.jpg,0,0,0,0,0,0,0,0
60589.jpg,0,0,0,0,0,0,0,0
60590.jpg,0,0,0,0,0,0,0,0
60591.jpg,0,0,0,0,0,0,0,0
60592.jpg,0,0,0,0,0,0,0,0
60593.jpg,0,0,0,0,0,0,0,0
60594.jpg,0,0,0,0,0,0,0,0
60595.jpg,0,0,0,0,0,0,0,0
60596.jpg,0,0,0,0,0,0,0,0
60597.jpg,0,0,0,0,0,0,0,0
60598.jpg,0,0,0,0,0,0,0,0
60599.jpg,0,0,0,0,0,0,0,0
60600.jpg,0,0,0,0,0,0,0,0
60601.jpg,0,0,0,0,0,0,0,0
60602.jpg,0,0,0,0,0,0,0,0
60603.jpg,0,0,0,0,0,0,0,0
60604.jpg,0,0,0,0,0,0,0,0
60605.jpg,0,0,0,0,0,0,0,0
